Text,Label,SubLabel
"@sera_hindustani @nidhirpatel6 ભાજપ હિન્દુ હિન્દુ કરી મુસ્લિમોને પંપાળે છે. આઢે એક મહિના પહેલાં ભાજપ એ મુસ્લિમ સેલ બનાવી તેમને હોદ્દા આપ્યા.
એટલે ભાજપના મુસ્લિમ દેશપ્રેમી અને વિરોધ પક્ષ નાં મુસ્લિમો દેશદ્રોહી.",Hostile,Defamation 
@GujBJP મોદી પોતાનાં વિરોધીઓને દેશવિરોધી ન પાકનાં નાગરિક ગણાવે છે- પછી ભાજપામાં આવકારે ત્યારે શુ દેશપ્રેમી કહેવાય? દાઉદ ભાજપામાં જોડાય એટલે બધાગુના માફ કરીને દેશપ્રેમી જાહેર કરે-આ ઢોંગી દેશપ્રેમીઓ,Hostile,Offensive 
"@ShrutiKgs @SobhanaPatel આપીયાઓને સબક શીખવાડવાનો સૌથી પહેલો મોકો અમદાવાદની દેશપ્રેમી જનતાને મળ્યો છે.બીજી એપ્રિલે આ સત્તાલાલચુ બાપુનગરમાં રેલી કાઢવાનો છે.

*મારી બાપુનગરના રહીશોને નમ્ર વિનંતી છે કે આ દેશદ્રોહીનો કાયદાની મર્યાદામાં રહી, એટલો વિરોધ કરો કે ભ",Hostile,Hate 
"@onlyjigs18 આપીયાઓને સબક શીખવાડવાનો સૌથી પહેલો મોકો અમદાવાદની દેશપ્રેમી જનતાને મળ્યો છે.બીજી એપ્રિલે આ સત્તાલાલચુ બાપુનગરમાં રેલી કાઢવાનો છે.

*મારી બાપુનગરના રહીશોને નમ્ર વિનંતી છે કે આ દેશદ્રોહીનો કાયદાની મર્યાદામાં રહી, એટલો વિરોધ કરો કે ભવિષ્યમાં તે અ",Hostile,Offensive 
@DarshanKAAP @AAPGujarat @BJP4Gujarat @INCGujarat @Gopal_Italia @HardikPatel_ @CRPaatil @isudan_gadhvi @manoj_sorathiya @GulabMatiala @SandeepPathak04 લોકો શુલ્લક સ્વાર્થ માટે જયચંદ અમીચંદને‌ ચાટે‌ છે. સોર્સ નું નામ સાંભળ્યું છે? તેનું કામ જાણો‌‌ છો? રાજક,Hostile,Defamation 
"આ હરામીને સબક શીખવાડવાનો સૌથી પહેલો મોકો અમદાવાદની દેશપ્રેમી જનતાને મળ્યો છે.બીજી એપ્રિલે આ સત્તા લાલચુ બાપુનગરમા રેલી કાઢવાનો છે.
મારી બાપુનગરના રહીશોને નમ્ર વિનંતી છે કે આ દેશદ્રોહી નો એટલો વિરોધ કરો કે ભવિષ્યમાં તે અમદાવાદમાં પગ ના મૂકે બાપુનગરમાં રહેતી આપની દરેક પરિચિત https://t.co/fabnwrikUn",Hostile,Offensive 
@YAJadeja @jitu_vaghani @BJP4Gujarat હા યુવરાજભાઇ તમે bjp it cell પાસેથી દેશપ્રેમી નું સર્ટીફીકેટ લઇ લેજો કેમ કે દેશ પ્રેમી માટેનું સર્ટીફીકેટ ત્યાં આપે છે નહિતર તમને ધર્મ વિરોધી દેશવિરોધી સાબિત કરી દેશે આ લોકોની સારી એવી ફાવટ છે આ બાબતમાં,Hostile,Defamation 
"@aapkamp @Gopal_Italia @vipulzalawadiy1 ""દેશપ્રેમી અને પ્રમાણિક""

નહિ કે કોઈ સમાજ કે ધર્મ વિશે અભદ્ર બોલનાર, પોતાની રાજનીતિ ચમકાવવા માટે પોતાના જ સમાજ ને ગેરમાર્ગે દોરનાર કે કોઈ નેતા નો વિરોધ કરવા તેના પુત્ર ને ટાર્ગેટ કરનાર",Hostile,Hate
"*કાશ્મીર ફાઇલ્સ* પિક્ચર જેને પણ જોઈને આવ્યા હોય એ મન ફાસ્ટ ફુડ પર આવી ને એમની ટિકિટ બતાવે અને એમને *મન ફાસ્ટ ફુડ* તરફ થી 1 ભાજી પાવ નિશુલ્ક આપવામાં આવશે.
*મન ફાસ્ટ ફુડ*નિકોલ *સંજયભાઈ (દેશ ભકત)
*9879634712* આ દેશ પ્રેમી સાચે જ ભાજીપાઉ free આપે છે ધન્ય છે આ ભક્ત ને👍👏🏻",Hostile,Fake 
"@pankajjamnagari @INCGujarat @AAPGujarat @AmitChavdaINC @shaktisinhgohil @GauriDesaiAAP @Gopal_Italia @HardikPatel_ @jagdishthakormp ભાઇ પહેલા તમે લખતા સીખો પહેલા ધોરણ ના વિધાથીઁ પાસેથી, પછી વાત કરીએ બરાબર ? તમારા બધાજ સવાલોના જવાબ આપીસ. બિજી વાત તમે આપીય",Hostile,Offensive 
"@DJayparmar @AshokGhodadara @SidDholakia 100% bhai સાચી વાત છે, હું પણ ભાઈ પાર્ટી પ્રેમી હતો પણ મને સમયે બધું સમજાય ગયું. જ્યારે નરેન્દ્ર મોદી મુખ્યંત્રી હતા ત્યારે એને એક ભાષણમાં કહેલું કે મનમોહનસિંહને વડાપ્રધાન રહીને દેશ ચલાવતા ના આવડતો હોય તો અમારા ગુજ",Hostile,Defamation 
"જેવી રીતે
સીમિત માત્રામાં ભક્તિ
અસીમિત માત્રામાં અંધભક્તિ - એક દેશપ્રેમી",Hostile,Offensive 
"અલ્યા ચેતજો....!!!
નફરત ની આગ સળગાવી અમર જ્યોતી ની આગ ઓલવી રહ્યા છે આ નકલી દેશપ્રેમી...!!!
🔥",Hostile,Offensive 
"@unpredictablecp @Jaydeep37390189 @DhavalP67910501 @VijayNilel @GujaratPolice @AmitShah આ તો પાકિસ્તાન પણ જઈ આવ્યો લાગે છે, પાકિસ્તાની પ્રેમી પાર્ટી નો પંજો આવો હોય એ તો હજુ ભારત સરકારને પણ નહિ ખબર હોય , નહિ તો ક્યાર નોય Ban કરી દીધો હોત.

ધવલભાઇ મે કહ્યુ",Hostile,Defamation 
દેશ પ્રેમી રણછોડ પગી https://t.co/pfjs6LXIyQ,Hostile,Offensive 
"આમ આદમી પાર્ટી એ લોકોના હિત માટે કામ કરવા અને બુચાસીયાઓ કે જે રાજકારણમાં ઘુસી ગયા છે એમને ભગાડવા માટે આવી છે !દરેક દેશપ્રેમી નાગરિકોને વિનંતી કે જો દેશ ,રાજ્ય કે સમાજ ની સેવા કરવી હોય તો આપ માં જોડાવો !બાકી મેવા ખાવા હોય તો બીજી પાર્ટીઓમાં જાજો !જય હિન્દ",Hostile,Offensive 
"@OneOfIndian @GujaratiWatch શું બકવાસ છે આ? ગુજરાતી બોલવાથી દેશની અખંડિતતા જોખમાઇ જશે?

તો શું અંગ્રેજી બોલવાથી બધા હરામખોરો દેશ પ્રેમી બની જવાના છે?",Hostile,Defamation 
@KiritSomaiya @BJP4India દેશ પ્રેમી સેવા કરવાનેા ભેખ પેરવેા પડે મેાદી જેમ ખેાટા ફાકા બધ કરેા,Hostile,Offensive 
@ShapariaKetan ભારતમાં કેટલાંય દેશ પ્રેમી લોકો ને અંગત સંબંધો ની કડવાહટ ના લીધે સાઇડ લાઇન કરી દેવામાં આવ્યા છે.,Hostile,Defamation 
"અમારે રાજનીતિ સાથે કોઈ સંબંધ નથી

અમે તો આઝાદી ની બીજી લડાઈ લડી રહ્યા છીએ

આઝાદીની બીજી લડાઈ એટલે કોંગ્રેસ મુક્ત ભારત

દેશ ભક્ત હશે તે સાથ આપશે પાકિસ્તાની પ્રેમી કાયરો હશે તે સાથ નહીં આપે",Hostile,Offensive 
"અંગ્રેજોના દલાલો અને ગોડસે ભકતોને દેશપ્રેમી સ્વાતંત્ર સૈનિકો અને દેશની આઝાદી માટે કોઈ માન નથી.
તેથી જ દેશ બરબાદ થાય છે.",Hostile,Defamation 
"#કંગના રનૌતને અને #એકતા કપૂરને કઈ કેટેગરીમા #પહ્મ શ્રી એવોર્ડ મળ્યો કોઈને ખબર હોય તો કેહજો બાકી ભારતમાં @SonuSood જેવા દેશ પ્રેમી લોક સેવક વિરલા પણ છે ખરેખર એમને આ પ્રકારનું સન્માન આપવાની જરૂર જણાતી હતી.

@Vivekdoza @hdraval93 @PurohitShivaniS @na_janak https://t.co/nthm3rDXcr",Hostile,Offensive 
આમને કઈ કેટેગરી મા પહ્મ શ્રી એવોર્ડ મળ્યો કોઈ ને ખબર હોય તો કેહજો બાકી ભારત માં સોનું સુદ અને ખજૂર ભાઈ તરુણ ભાઇ જાની જેવા દેશ પ્રેમી લોક સેવક વિરલા પણ છે ખરેખર એમને આ પ્રકાર નું સન્માન આપવાની જરૂર જણાતી હતી !!!?🤔 https://t.co/kpH66WFBpa https://t.co/hT0Dp2GJF7,Hostile,Offensive 
@Ca_Dvj @deekay5693 @AmitShah @BJP4Gujarat જેને દેશ નો વડાપ્રધાન નથી ગમતો એ પપ્પુ મૂત્ર પ્રેમી જ હોઈ શકે...🤔🤔,Hostile,Defamation 
"આ એકતા કપૂર એજ છેને જેને ઇન્ડિયન આર્મી નું અપમાન કર્યું હતું
એની વેબ સિરીઝ ગંદી બાત મા ? 
ક્યાં ગયા ઓલા રાષ્ટ્રવાદ ના નામે હિન્દુ મુસ્લિમ કરવા વાળા..હવે કોઈ ટ્રેન્ડ નય ચલાવો ? https://t.co/yIv9yJxcPq",Hostile,Offensive 
"#કંગના રનૌતને અને #એકતા કપૂરને કઈ કેટેગરીમા #પહ્મ શ્રી એવોર્ડ મળ્યો કોઈને ખબર હોય તો કેહજો બાકી ભારતમાં @SonuSood જેવા દેશ પ્રેમી લોક સેવક વિરલા પણ છે ખરેખર એમને આ પ્રકારનું સન્માન આપવાની જરૂર જણાતી હતી.

@Vivekdoza @hdraval93 @PurohitShivaniS @na_janak https://t.co/y2YOph1xab",Hostile,Offensive 
"મુઠ્ઠીભર હૈયું ને
ખોબાભર પેટ
મુદ્દા તો બે જ
પણ કેટકેટલી વેઠ...!! #દેશપ્રેમી",Hostile,Defamation 
"Support તો નથી આવા વિકાસને... 
પણ ન છુટકે ભાગીદારી ...!!🙄😐😬

#દેશપ્રેમી",Hostile,Offensive 
"પેટ્રોલ ડિઝલ ના ભાવ વધારા ને લઈ રોકકળ કરતા દેશદ્રોહી ઓ એ આ વિડીયો જોઈ પોતે દેશપ્રેમી બની જાય,
નહીં તો પછી................... જબરજસ્તી દેશપ્રેમી બનવું પડશે
😀😅😝😝😝 https://t.co/7hI64tKPn3",Hostile,Defamation 
"@P_H_Raviya @Brijesh___01 ઇજ તો ખૂબી છે🤣🤣🤣

આ બધા દેશપ્રેમી આપણે દેશદ્રોહી😭",Hostile,Offensive 
"ઘણાય ને પાકિસ્તાન જીતશે એવું જ લાગતું હશે પણ પોતે કટ્ટર દેશપ્રેમી છે એવું બતાવવા ભારત જ જીતશે એમ કેશે... 😅😅
#indiaVsPakistan",Hostile,Defamation 
ઘણાય ને પાકિસ્તાન જીતશે એવું જ લાગતું હશે પણ પોતે કટ્ટર દેશપ્રેમી છે એવું બતાવવા ભારત જ જીતશે એમ કેશે... 😅😅 #indiaVsPakistan,Hostile,Offensive 
"@isudan_gadhvi દેશ વિરોધી પાર્ટી @AamAadmiParty માં છો તમે @isudan_gadhvi. ગુજરાત ની જનતા દેશ પ્રેમી ને વરે, દેશ દ્રોહી ને નઈ...
@AamAadmiParty @ArvindKejriwal #दिल्लीदंगे #Fakekisaanprotest માં ભાગ ભજનાર છે , ને એમનો જ એક વિધાયક #Tahirhusain બધા નો માસ",Hostile,Offensive 
". @gujratsamachar 21-01-2010 Rajkot publication about swine flu #plandemic
#WHO used same script for korona.
After 1-2 years media and #WHO will say sorry 😐
क्या उखाड़ लोगे ?
#donotforceforvaccine @JpShivahare @Rushikeshmla #उतिष्ठ_भारत https://t.co/JV3oafovNX",Hostile,Defamation 
@manoj_sorathiya ગાંધીનગરની દેશપ્રેમી જનતાએ સડજીને ભોંય ભેગા કરી દીધા...,Hostile,Offensive 
"આમ આદમી પાર્ટી ઇસ્લામિક આંતકવાદ ને સહારો આપતી પાર્ટી ને ગુજરાત ની જનતા એ જાકરો આપિયો છે , આપ પાર્ટી દેશ ના આંતરિક સંતુલન માટે હાનીકારક છે અને ગુજરાત માં આવી રાજનીતિ ની જરૂર નથી , ગુજરાતની જનતા ભગવા પ્રેમી છે અને દેશ ના વિશાળ વિકાસ માટે ભારતીય. જનતા પાર્ટી સાથે કદમ થી કદમ મિલાવી",Hostile,Defamation 
"આ છે દેશપ્રેમી ભાજપા અને ભ્રષ્ટ કોંગ્રેસમાં અંતર...
#ModiGovernment #PMModi #Athletes #NewIndia #ModiHaitoMumkinHai https://t.co/Z0dAcE44e3",Hostile,Offensive 
"કેપ્ટન દેશપ્રેમી તો છે જ..
ચોખ્ખું ,મીડિયા માં ઝાપટયું કે 
દેશ ની બોર્ડર પર સૈનિકો શહીદ થઈ રહ્યા છે.. અને સિંધુ ને ના પાડવા છતાં બાજવા ના ગળે મળ્યો..",Hostile,Hate 
"સોનુ સૂદ ની ય ભૂલ તો થઈ જ છે ને...!!!
ગરીબો ની મદદ કરવા કરતા એ પૈસા PM CARE FUND મા નાખ્યા હોત તો આ INCOME TAX ની ઉપાધી ના આવતી અને દેશપ્રેમી ની ઉપાધિ મળતી...!!
🙃🙃🙃🙃🙃",Hostile,Offensive 
@isudan_gadhvi @vijayrupanibjp #BJP નું જે થવા નું હોઈ એ થાય પણ દેશ વિરોધી પાર્ટીઓ #AAP નો તો મેડ નઈ જ પડે.. અને તમે ચિંતા ના કરો #BJP જોડે દેશ પ્રેમી લોકો છે.,Hostile,Defamation 
@Nitinbhai_Patel @VHPDigital હિન્દુસ્તાની નાગરિકો માટે ખુબ સત્ય વાત કરી છે... જેને આ દેશ એની સંસ્કૃતિ અને પરંપરા વધુ પડતી સહિષ્ણુતા ધરાવતી પ્રજા સામે તકલીફ હોય એ તમામ લોકો અફઘાનિસ્તાન જતા રહે અને જવા માટે નો ખર્ચ પણ આ દેશ ની રાષ્ટ્ર પ્રેમી પ્રજા ભોગવશે..,Hostile,Offensive 
"જ્યાં શાસક પક્ષ અને વિપક્ષ પણ એક બીજાને સમજતા હતા અને દેશના હિત માટે નિર્ણયો લેતા હતા ....!
2014 પછી સમય બદલાયો નફરત અને બદલાની રાજનીતિ ની શરૂઆત થઈ .! એમના વ્યક્તિત્વ અતિશયોક્તિ પૂર્ણ થઈ ગયા..!

વિરોધ પક્ષ દેશદ્રોહી છે, અને સરકાર દેશ પ્રેમી છે. 

#Indianpolitics https://t.co/ROKuyhxiIE",Hostile,Defamation 
"જ્યાં શાસક પક્ષ અને વિપક્ષ પણ એક બીજાને સમજતા હતા અને દેશના હિત માટે નિર્ણયો લેતા હતા ....!
2014 પછી સમય બદલાયો નફરત અને બદલાની રાજનીતિ ની શરૂઆત થઈ .! એમના વ્યક્તિત્વ અતિશયોક્તિ પૂર્ણ થઈ ગયા..!

વિરોધ પક્ષ દેશદ્રોહી છે, અને સરકાર દેશ પ્રેમી છે. 

#Indianpolitics https://t.co/pb9NskqjBB",Hostile,Hate
@Vivekdoza @Realparvee4 @Nitinbhai_Patel હિંદુઓએ પોતપોતાની આસ્થા જાળવી રાખીને આ નટુકાકા પ્રકારની જમાત પાસે હિસાબ માંગવો જોઈએ. આ લોકો નથી હિંદુ ધર્મનાં ચોકીદાર કે નથી દેશપ્રેમી. હિંદુ છીએ એટલે મત ભાજપને એ આપણી કમજોરી છે. ભાજપ આવ્યો ત્યારે જ હિંદુ ધર્મ આવ્ય,Hostile,Fake 
@Bhavik2401 @DilipbhaiChaud8 @isudan_gadhvi એતો 2024 માં ખબર પડી જાસે કે કોની સરકાર સારી છે અને કોણ દેશપ્રેમી છે ખાલી વાતું કરે છે આપ અને કોંગ્રેસ વારા દેશ ને લૂંટવા માં કાય બાકી નથી રાખ્યું,Hostile,Offensive 
@hardik_4500 ભલે ભણે કે ના ભણે પણ દેશપ્રેમી તો પાકો થવાનો આ😂😂,Hostile,Offensive 
@dmpatel1961 @vijayrupanibjp @narendramodi @CMOGuj કર્યુ તો ખરી ઝવેરચંદ મેઘાણી ને યાદ કરી ભાજપ દેશ પ્રેમી એ કઇક કર્યુ તો ખરી બે કોડી ના ચમચા ઓ અને તુ જેને સપોર્ટ કરશ એ દેશદ્રોહી લોકો એ શું કર્યુ જવેરચંદ મેઘાણી માટે??,Hostile,Defamation 
"@AmitShah આ પાપી વિદેશી પાર્ટી, પાક પ્રેમી અને ચીન ના ચમચા ખાંગ્રેસ કાંઈ પણ કરી અશાંતિ સર્જે છે અને ખોટા વિરોધ કરી દેશ ને ભ્રમ મા મૂકી સમય નષ્ટ કરે છે। પોતે તો નક્કી કર્યું છે કે હમેશા ની જેમ નાચવાનુ ને કોઈ કામ થવા ન દેવુ। કેટલુ બળે છે ને દુખે છે।",Hostile,Offensive 
આ 12 પ્રધાનોને મોદીએ કેમ હાંકી કાઢ્યા ? લાંચ માંગનારા સ્મૃતિ ઈરાનીનું રાજીનામું લેવાના બદલે વધું જવાબદારી સોંપી. આતે કેવા દેશપ્રેમી નેતા ને સંઘના પ્રચારક ? #ModiCabinet #ModiMadeDisaster #ModiSabKiSarkar #ModiGovernment https://t.co/b1Nk8PzxvI,Hostile,Defamation 
"@sandeshnews સરકારને આટલી બધી ચિંતા છે તો ખેડૂતોને દેવું થયું કેવી રીતે...? દેવા માફ કરી શકે છે તો દેવા થવા શું કામ દે છે, ખેડૂતોને મફતના રૂપિયા મળે છે અને સરકાર ને વોટ મળે છે.
જે ટેક્સ ભરે છે એજ સાચો દેશપ્રેમી છે.... જય હિન્દ...",Hostile,Offensive 
"@ionC83 મારાં આ સત્ય-વચન ઇસુખાન ગદ્દારઢવી થી ન જીરવાયાં, અને ગુજરાત ની દેશપ્રેમી જનતા એ હવા તો એવી કાઢી નાખી કે ટ્વીટ પણ ઉતારી લેવું પડ્યું!!!

#આપિયામહાપાપિયા 
#ગુજરાત_માં_કેજરીવાલ_નું_કઈ_કામ_નથી https://t.co/rlLCFQ2v0n",Hostile,Hate 
"હે પૂર્વ સમાચાર વાચક ઈશુ! દાન ગઢવી? .. ગુજરાતીઓ ભિખારી નથી, તમારા પોતાના માં અને તમારા રાજનીતિ માટે ફક્ત એક કોમ નાં પ્રેમી બનેલાં કાચિંડા જેવાં નેતા માં હિંમત હોય તો દેશ ને અનામત મુક્ત કરવાનું વચન આપો... અને હા આ ફોટો પણ જોઈ લો. @Nitinbhai_Patel @BJP4Gujarat https://t.co/0iGdYBOLaq",Hostile,Offensive 
"@anjali620484 હાલત પ્રેમી હે આપકી દેશ મેરા જસે ચલા થા use બેકારી મે જાયેગા કુભી સરકાર આયેગી પહલિસર્કાએ દેશ કો લૂંટ use 9,guns bjp. Me Luta Ghar ભરકે Hate abhi દેશ કા કર્જા મોદીને ચોઉં ગુના કર દિયા હમ મોડિકો ભોટ અચી તરીકે સે જન્ટ હે બહોત બદ ખીલડિહે chala",Hostile,Defamation 
@Letzz_Groove @Being_Manass @S_I_Patel તમારા જેટલા કટ્ટર દેશપ્રેમી ની જ જરૂર છે. સ્વાર્થી તો છો નહિ તો એક કામ કરો સેના માં ભરતી થઈ જાઓ. અથવા તમારા દેશ બાંધવો ની સેવા કરવા જતા રહો. પરિવાર તો મફત ની વેક્સિન સાથે રાશન પણ લઈ લેશે. પણ આ દરેક વસ્તુ માં ટેકસ ભરત,Hostile,Offensive 
"@isudan_gadhvi નમસ્કાર ઈશુદાનભાઈ તમે કોઈ સારા સંસ્કારી, કે દેશ માટે કાંઈ કરી શકે તેવા, કે સમજદાર લોકો, સાથે જોડાવા ની જરૂર હતી. જે માણસ અન્નાજી જેવા પવિત્ર અને દેશ પ્રેમી નો ના થયો............
જય સોમનાથ.",Hostile,Defamation 
"કોંગ્રેસ અને આપ બંને એક જ વિચારધારાના પક્ષ છે કેન્દ્ર માં આ બંને સાથે મળી ને જ બીજેપી ના કાર્ય નો વિરોધ કરે.

આ બંને સાથે જ આતંકવાદ, ઘુસ્પૈઠીયા, દેશવિરોધી ગેંગ ને ખુલેઆમ સાથ આપે છે.

ગુજરાત ગુજરાતી ની વિચારધારા આ ના કરતાં અલગ છે, ગુજરાતી દેશપ્રેમી અને અહિંસા વાદી છે .",Hostile,Hate
"દેશપ્રેમી 
તમારે આ સત્યનો સામનો કરવો જ પડશે. ભાજપ રાજમાં ચીને લદ્દાખના મોટા ભૂમિભાગ પર કબજો કરી લીધો છે. પાકિસ્તાને કાશ્મીરના અમુક ભાગમાં પોતાનો અડ્ડો જમાવી દીધો છે. ચીન અને પાકિસ્તાન એક સાથે ભારત પર ચડી આવ્યા છે. તાલિબાન સંગઠન એની મદદ કરી રહ્યું છે. - સુબ્રમણ્યમ સ્વામી, BJP https://t.co/RYSe5UJnAU",Hostile,Fake 
@payalpankhania @SpRathod1204 @ArvindKejriwal બરાબર એટલે ભાજપ વાળા દેશ પ્રેમી છે બાકી બધા દેશ દ્રોહી એમને 😂😂😂,Hostile,Offensive 
@AmitShah દેશ કા મુખબીર સાવરકર અંગ્રેજ પ્રેમી,Hostile,Defamation 
@MrAayar370 @meera_2216 તો આ કહેવાતા સવાયા હિન્દુઓ એ શું કાંદો કાપ્યો છે... દોસ્ત.. મારી એક વિનંતી છે કે હિન્દૂ મુસ્લિમ નું રાજકારણ 70 વર્ષથી રમીએ છીએ. તમે ભણેલ ગણેલ લાગો છો. શા માટે વ્યક્તિ એ લાવેલા સિસ્ટમ ના સુધારાને અવગણો છો??? શું તમે તમારા દેશની સિસ્,Hostile,Offensive 
"એની મા ને મુકુલ રોય તો બહુ હોશિયાર નીકળ્યો હો...!!!
થોડા દિવસ ભાજપ મા જઇ દેશપ્રેમી ની ડીગ્રી લઈ લીધી...
😂😂😂😂😂",Hostile,Offensive 
"@Anik684 @p4prapti જેટલું વિરોધ માં બોલવું હોય બોલવા દો , એમને ખ્યાલ નથી જેટલું વિરોધ માં લખશે , એ દેશપ્રેમી એટલી જ મહેનત થી દેશ માટે કાર્ય કરશે.",Hostile,Defamation 
બોલો રામચંદ્ર દેવ કી જય !બધા દેશપ્રેમી નાગરિકો ને વિનંતી કે લોકો ને પડ્યા પર પાટુ છે સરકાર ને કહી ને પેટ્રોલ અને ડીઝલ 65 રૂપિયે કરાવો !મધ્યમ વર્ગ ને જીવવું મુશ્કેલ છે !ન્યૂઝ વાળા સમાચાર બતાવી શકે ભાવ તો જનતા ના કહેવાથી સરકાર જ ઘટાડી શકે !mp અને MLA ને પણ કહી શકો 🙏,Hostile,Offensive 
"अहमदाबाद में पेट्रोल-डीज़ल के दाम में उलटी गंगा बह रही है, अहमदाबाद शहर में पेट्रोल से महंगा डीज़ल हो चूका है

@VtvGujarati @isudan_gadhvi @golanihemant https://t.co/koxZa1NndP",Hostile,Offensive 
@CRPaatil વિશ્વભરમાં ભાજપના નામના છાજિયા લેવાય છે. તમારી અણઆવડતએ ભારતને મૂશ્કેલીમાં મૂકેલ છે. તમામ ભાજપના નેતાઓએ ભીડ ભેગી કરીને કોરોનાને ખુલ્લુ આમંત્રણ આપનારને પ્રજા ઓળખી ગઈ છે. કોંગ્રેસ ઉપર દોષારોપણ કરતાં પહેલાં આપ આપના ગિરેહબાનમાં જોવાની જરૂર છે. કોંગ્ર,Hostile,Defamation 
"@HSSomaiya @DhavalP67910501 @isudan_gadhvi @vatvatma @KunalGohil07 અને જો દેશ અને કોરોના ની વાત કરવાની હોય તો રાજસ્થાન, છતીસગઢ, મહારાષ્ટ્ર, કેરળ કોઈ રાજય વિશે કેમ 1 પણ શબ્દ નહીં. શું એ દેશમાં નથી આવતાં?
મોદીજી સભા અને રેલીઓ કરતાં હતાં ત્યારે આ સરકાર શું",Hostile,Offensive 
"..આજનુ જ્ઞાન..
રૂા.500/- ની નોટના ભાવમાં વોટનું બલીદાન આપી 25000/- રૂા. નુ ઈંજેકશન ખરીદતા લોકો સૌથી વધુ દેશપ્રેમી હોય છે...",Hostile,Defamation 
"જુના પીતળના વાસણો રસોઈ માં વપરાતાં આ વાસણોને સમયે સમયે કલઈ કરાવવામાં આવતી

આજે સરકારના કામોની નીષ્ફળતા છુપાવવા માટે પ્રચાર રુપે કલઈ કરવામાં આવી રહી છે.

જયહો દેશપ્રેમી ને https://t.co/vnMkvCfTK7",Hostile,Offensive 
@Rimpal_17Rimpal આ દેશ ની પ્રજા ધર્મ પ્રેમી નહી પણ ધર ઘેલી છે। અને આટલું ધાર્મિક બન્યા પછી પણ નૈતિક મૂલ્ય કંઈ નહી।,Hostile,Defamation 
"@Prakash63389325 @sanjusapna @avinashonly Kya re, kese દેશપ્રેમી banega re tu...

Tu bhi sangat me sad gaya re..",Hostile,Offensive 
"દેશપ્રેમી કે દેશદ્રોહી વડાપ્રધાન?? તમે નક્કી કરો...
लोग मर रहे हैं, ऑक्सीजन के अभाव में।
बेचकर सांसों को, प्रधान मस्त है चुनाव में।।

ऑक्सीजन की कमी पर बहाने बनाने से बेहतर है कि भाजपा बदहाली को सुधारे।",Hostile,Offensive 
"રોજ ઊઠી તારી પૂજા 🙏🏻 કરતો માનવી, આજે લાશો જોઈ ડરી રહ્યો છે... કૃપા કરજે પ્રભુ સાચવી, 🙏🏻
હવે તો તારા પરથી ભરોસો ઊઠી રહ્યો છે...!!☹️ #CoronavirusIndia
#દેશપ્રેમી",Hostile,Defamation 
"@vrutanj @urdiips અપાય.. કોઈ વિદેશી બાર ડાન્સર કરતા તો સારું.

જે દિવસે કોંગ્રેસ એમના આ વર્તન થી બહાર આવી કોઈ દેશ પ્રેમી ને અધ્યક્ષ બનાવશે એ દિવસે મારો વોટ કોંગ્રેસ ને",Hostile,Offensive 
@rajp1066 @MrsGandhi આને કેવાય દેશ પ્રેમી બાકી તમે લોકો તો ખાલી ગોબરી દીમાંગી ભક્તો છો https://t.co/M7U6sxiN8X,Hostile,Offensive 
"@digubha_don @Vraj9_Limbani 1 વરસ થી રેગ્યુલર 24 કલાક માં થી 1.5-2 કલાક પાકિસ્તાન ની ચેનલ જોઉં છું ભાઈ એટલે એ બધી રેવાદો...

પાકિસ્તાન અને ચાઇના પ્રેમી મીડિયા જોવાનું માંડી વાળી ને દેશ બાંધવો નું ધૈર્ય વધે એવું કરો..

એ પાકિસ્તાન ને EU માં જીએસપી plus sta",Hostile,Defamation 
"દેશપ્રેમી કે દેશદ્રોહી વડાપ્રધાન?? તમે નક્કી કરો...
लोग मर रहे हैं, ऑक्सीजन के अभाव में।
बेचकर सांसों को, प्रधान मस्त है चुनाव में।।

ऑक्सीजन की कमी पर बहाने बनाने से बेहतर है कि भाजपा बदहाली को सुधारे। https://t.co/QMIyBWcBPP",Hostile,Offensive 
"@NehaTri89265142 @vijayrupanibjp પેહલા સરકારે દવા નું બ્લેક માર્કેટિંગ બંધ કરવા કડક પગલાં લેવા પડશે,ખોટી રીતે રેમેડીશિવર ઇન્જેક્શન લખતા ડોક્ટર પર કાર્યવાહી કરવી પડશે, પાર્ટી પ્રેમ ને મૂકવો પડશે, મોદી સરકાર પાર્ટી પ્રેમી સરકાર છે, દેશ ને પછી સ્થાન આપે છે.",Hostile,Defamation 
"@kathiyawadi_ હા પણ મોડો નિણર્ય જનતાનું વિચારયુ માટે આવકાર્ય. 
પણ પેલા 2 બળદ ક્યારે સુધરશે એ નાઈ ખબર આ પપ્પુ વિદેશી સમજી ગયો પણ પેલા 
રાષ્ટ્પ્રેમી, દેશપ્રેમી ,રાષ્ટ્વાદી ક્યારે સમજશે?
આવો જ હોય જનતા માટે દેશપ્રેમ ને. આજ હતી રાષ્ટ્ભક્તિ કે જનતા મરતી હોય ત",Hostile,Offensive 
@BJPLive @AmitShah કોઈ એકપણ પાર્ટી દેશપ્રેમી નથી.,Hostile,Defamation 
